IDFolio,IDNumVehiculo,TipoVehiculo,IDMarca,AgnoFabricacion,Cilindrada,TipoMotor,SelloVerde,VehiculoEmpresa,TieneTag,trabajo,Modelo
47025007,87,6,71,2011,2300,2,1,2,2,2,captiva             
47041023,76,3,269,2007,2100,2,1,2,2,-1,terrano             
47041025,79,1,384,1996,2100,1,2,2,2,2,vento               
47041029,77,3,269,2012,2100,2,1,2,2,-1,terrano             
47041032,78,3,71,1994,2100,1,2,2,2,2,luck                
47044003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47044004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47044006,75,1,356,2000,1200,1,1,2,2,2,alto                
47044011,80,1,356,1999,2100,1,2,2,2,2,Balen               
47044014,73,1,71,2013,1200,1,1,2,2,2,sail                
47044014,74,3,269,2007,1200,2,1,-1,2,-1,terrano             
47047004,42,1,367,2006,1400,1,1,2,2,-1,YARIS               
47047005,44,1,279,2005,1600,1,1,2,2,2,206                 
47047019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47047022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47050002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47050008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47050014,68,1,269,2005,1100,1,1,2,2,-1,                    
47050018,66,1,367,2005,1200,1,1,2,2,-1,yaris               
47050018,67,1,367,1992,1100,1,2,2,2,2,terz                
47055003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47055009,51,1,83,2005,1400,1,1,2,2,2,MATIZ               
47055016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47055901,45,1,71,2010,1200,1,1,2,2,2,AVO                 
47057010,69,1,197,2008,1100,1,1,2,2,2,morning             
47057043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47057054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47057062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47065002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47065008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47065011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47065013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
47065901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
48004003,70,1,156,2011,2400,1,1,2,2,2,CRV                 
48004003,71,3,166,1998,2300,1,2,-1,2,-1,H100                
48004007,66,1,279,2013,1600,2,2,2,2,-1,301                 
48004007,67,1,166,2009,1500,2,2,2,2,-1,Accent              
48004007,68,1,166,2011,1100,1,1,2,2,2,I10                 
48004007,69,1,269,2011,1600,1,1,2,2,2,Tida                
48004901,72,1,71,2011,1400,1,1,2,2,2,Sail                
48004901,73,1,367,2005,1600,1,1,2,2,2,Yaris               
48004902,74,1,71,2005,1400,1,1,2,2,2,Aveo                
48004902,75,3,197,2010,2400,1,1,2,2,2,Sorento             
48004902,76,3,166,2006,2500,2,1,2,2,-1,Porter              
48004902,77,3,367,2012,2500,2,1,2,2,-1,Hilux               
48004902,78,8,250,2000,4200,2,1,2,2,-1,Canter              
48004902,79,8,107,2013,5700,2,1,2,2,-1,1075                
48023001,61,3,367,2000,2000,1,2,2,2,2,Hilux               
48023001,62,3,356,2005,2000,1,2,2,2,2,Gran Nomade         
48023002,59,1,279,2011,2700,2,2,-1,2,-1,compact             
48023002,60,3,269,2011,2200,1,2,-1,2,-1,terrano             
48023004,63,1,242,2011,1800,1,2,2,2,2,3                   
48023004,64,1,197,2010,1600,1,2,2,2,2,Morning             
48023005,65,1,367,2007,1400,1,1,2,2,2,Yaris               
48023011,80,1,166,2000,2000,1,1,-1,2,-1,sonata              
48023011,81,3,356,1994,1600,1,1,2,2,2,JLX                 
48023011,105,2,356,2010,125,1,2,2,2,2,E125                
48023011,106,6,166,1997,2500,2,1,2,2,2,H100                
48023901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
49011022,150,1,302,2009,1300,1,1,2,2,2,megane              
49011022,151,3,356,2004,1300,1,1,2,2,2,grand vitara        
49011022,152,1,356,2009,1300,1,1,2,2,2,swift               
49011026,153,3,269,2011,2500,1,1,2,-1,2,X-TRAIL             
49014003,119,1,384,2010,2000,1,1,2,-1,2,bora                
49014003,120,3,367,2013,4000,1,1,2,2,2,runner              
49014004,121,3,243,2011,3500,2,1,2,2,2,ml350               
49014004,122,1,243,2012,1800,1,1,2,2,2,c180                
49014007,148,3,356,2005,2400,1,1,2,2,2,grand nomade        
49014009,142,3,367,2010,2400,1,1,2,2,2,rav4                
49014009,143,3,182,2011,2400,1,1,2,-1,2,patriot             
49014009,144,1,279,2003,1600,1,1,2,2,2,307                 
49014010,123,3,347,2008,2700,2,1,2,-1,2,rexton              
49014010,124,3,242,2011,2200,1,1,2,2,2,cx7                 
49014010,125,1,166,2010,1100,1,1,2,2,2,i10                 
49014010,126,3,269,2013,2400,2,1,-1,2,-1,navara              
49014011,127,3,347,2009,2000,2,1,2,2,2,aktyon sport        
49014011,128,3,166,2013,2000,2,1,2,2,2,santa fe            
49015903,129,3,367,2010,2500,1,1,2,-1,2,runner              
49015903,130,3,118,2007,2500,1,1,2,-1,2,explorer            
49016903,80,1,71,2008,1600,1,1,2,2,2,vivant              
49016905,81,3,269,2013,2500,2,1,-1,2,-1,terrano             
49016905,82,3,197,2006,2400,2,1,2,2,2,grand carnival      
49016906,83,1,197,2012,1100,1,1,2,2,2,morning             
49016906,84,3,269,2012,2400,2,1,2,-1,-1,navara              
49016906,85,6,118,2005,3200,1,1,2,-1,2,windstar            
49016907,86,3,269,1995,3000,1,1,2,2,2,terrano             
49016907,87,1,367,2012,1300,1,1,2,2,2,urban cruiser       
49016907,88,1,166,2005,2000,2,1,2,2,2,elantra             
49016908,89,3,367,2010,4000,1,1,2,2,2,fj cruiser          
49016908,90,3,182,2010,3800,1,1,2,2,2,wrangler            
49021901,131,3,95,2011,3600,1,1,2,2,2,durango             
49021901,132,1,367,2011,1300,1,1,2,2,2,urban cruiser       
49021902,133,6,269,2005,3500,1,1,2,-1,2,QUEST               
49021902,157,1,269,2013,1600,1,1,2,2,2,MARCH               
49021903,134,1,75,2011,1600,2,1,2,2,2,C4                  
49021903,135,6,71,2004,4300,1,1,2,-1,2,ASTRO               
49021904,136,3,166,2003,2700,1,1,2,2,2,SANTA FE            
49021905,137,3,269,2011,2500,1,1,2,-1,2,X-TRAIL             
49021905,138,3,367,2012,2400,1,1,-1,2,-1,4 RUNNER            
49021906,139,3,269,2004,2400,1,1,2,2,-1,D21                 
49021906,140,1,269,2010,1600,1,1,2,2,2,JUKE                
49021907,141,3,166,2012,2000,2,1,2,2,2,TUCKSON             
49021908,145,3,71,2012,3700,1,1,-1,2,-1,COLORADO            
49021908,146,1,269,2013,1600,1,1,2,2,2,QASHAI              
49021908,147,1,269,2012,1600,1,1,2,2,2,TIIDA               
49021909,149,1,71,2011,1600,1,1,2,2,2,optra               
50001902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
50001903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
50001904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
50001905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
51001901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
51001902,97,8,197,2002,3400,2,2,2,2,2,frontier 27         
51001903,98,1,242,2004,1600,1,1,2,2,2,323                 
51001904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
51001905,99,3,269,2007,2400,2,1,2,2,2,terrano             
52008015,124,1,71,2010,1600,1,1,2,2,2,spark               
52008017,125,1,75,2004,1800,1,1,2,2,2,berlingo            
52008018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52008903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52015009,133,1,166,2007,1600,1,1,2,2,2,accent              
52015019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52015022,132,3,71,2008,3000,2,1,2,2,2,dimax               
52015023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52021901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52021902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52021903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52021904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52022006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52022901,144,1,352,1999,1600,1,1,2,2,2,legasi              
52023901,143,1,356,2007,1600,1,1,2,2,2,nn                  
52023902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024009,142,1,269,2005,1600,1,1,2,2,2,v16                 
52024014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024902,130,1,367,2000,1500,1,1,2,2,2,tercel              
52024904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52024907,141,1,197,2007,1600,1,1,2,2,2,morning             
52025901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52025902,158,3,269,2006,2300,2,1,2,2,2,terrano             
52025903,159,1,274,2002,1600,1,1,2,2,2,corsa               
52025905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52027008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52027901,128,1,274,2003,1800,1,1,2,2,2,corsa               
52027902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52027903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52027904,129,1,279,2007,1600,1,1,2,2,2,307                 
52029004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52029010,127,1,274,2011,1600,1,1,2,2,2,corsa               
52029011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52029901,126,1,269,2007,1600,1,1,2,2,2,tida                
52030901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52030902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
52030903,151,3,85,1999,2000,2,1,2,2,2,nn                  
52030904,152,3,71,2002,2600,2,1,2,2,2,luv                 
53001901,153,1,279,2001,1800,1,1,2,2,2,306                 
53001902,154,1,302,2005,1600,1,1,2,2,2,clio                
53001903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
53001904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
54001901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
54001902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
54001903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
54001904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55004001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55004002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55004005,91,1,71,2011,1600,1,1,2,2,2,spark               
55004013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55007011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55007020,93,3,138,2013,2000,1,1,2,2,2,haval 3             
55007022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55007024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
55007902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
56006006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
56006008,115,1,279,2010,1300,1,1,2,2,2,207                 
56006008,116,1,75,2008,1600,1,1,2,2,2,PICAZZO             
56006901,92,1,242,1998,1800,1,1,2,2,2,ORTIS               
56006902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
57016901,63,1,356,2013,1000,1,1,2,2,2,celerio             
57016902,64,1,367,2009,1600,1,1,2,2,2,yaris               
57016902,65,1,21,2008,2400,1,1,2,2,2,A6                  
57016903,66,3,166,2006,2900,2,1,2,2,2,terracan            
57016903,67,3,269,2013,1600,1,1,2,2,2,qashqai             
57016904,68,1,384,2011,1400,1,1,2,-1,2,polo                
57016904,69,1,279,2011,1600,1,1,2,2,2,308                 
57016905,70,6,197,2010,2500,2,1,2,-1,2,grand caravan       
57016905,71,3,250,2012,3000,2,1,2,2,2,montero             
57016906,72,3,182,2013,3000,1,1,2,2,2,grand cherokee      
57016906,73,1,248,2011,2000,1,1,2,2,2,mini                
58003902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58003903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58003904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58003905,166,1,71,2011,1600,1,1,2,2,2,spark               
58004902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58004903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58004904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58004905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58005902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58005903,167,1,274,1996,1400,1,1,2,2,2,combo               
58005904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58005905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
58005906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
59006901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
59006902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
59006904,94,3,71,1995,2300,1,2,2,2,-1,LUV                 
59006905,95,3,348,1997,4300,1,2,2,2,2,VAGON               
60002902,96,3,197,2011,2000,1,1,2,2,2,canival             
60002902,97,1,197,2006,1500,1,1,2,2,2,MORNING             
60002903,98,5,85,1987,1000,1,2,2,2,2,HEITJE              
60002904,99,3,71,2002,1700,1,1,2,2,2,CORSA               
60002904,100,3,197,2004,2700,1,1,2,2,2,FRONTIER            
60002905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
60002906,101,1,367,1991,1800,1,2,2,2,2,0                   
61002001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
61002002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
61002003,96,3,269,1991,1800,1,1,2,2,2,                    
61002004,97,1,197,2010,1600,2,1,2,2,2,SEUL                
61002004,98,3,269,2011,2500,1,1,2,2,2,TERRANO             
62002001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
62002901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
62002902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
62002903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
62002904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63003017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63003019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63003025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63003043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63004010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63004901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63004904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63004905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63008901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63008902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63008903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63008904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63016003,31,3,348,2008,2000,1,1,2,2,2,WAGON               
63016007,29,1,166,2010,1100,1,1,2,2,2,i 10                
63016011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63016013,30,1,356,2009,2000,1,1,2,2,2,GRAN VITARA         
63019006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63019028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63019029,32,1,166,2013,1500,1,1,2,2,2,I10                 
63019036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63022007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63022015,35,3,269,2012,2500,1,1,2,2,2,ZNA                 
63022030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63022033,39,1,274,1996,1400,1,1,2,2,2,ASTRA               
63023019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63023024,33,1,208,1995,2000,1,2,2,2,2,SAMARA              
63023038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63023039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63026009,56,1,302,1998,1900,1,2,2,2,2,R19                 
63026012,61,2,156,2000,125,1,1,2,2,-1,SC                  
63026022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63026036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63031009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63031019,54,1,279,1995,1400,1,2,2,2,2,306                 
63031022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63031026,62,1,269,1996,1600,1,1,2,2,2,B16                 
63036004,59,3,367,1997,2400,1,2,-1,2,-1,hilux               
63036004,60,3,71,1997,2200,1,2,-1,2,-1,S10                 
63036010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63036015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63036016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63036019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63041003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63041005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63041011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63041018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63046002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63046004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63046005,53,1,269,1997,1600,1,2,2,2,2,B16                 
63046012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63050001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63050005,69,1,269,1992,1600,1,2,2,2,2,SENTRA              
63050012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63050019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63053010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63053017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63053023,51,1,302,1988,2000,1,2,2,2,2,12BREAK             
63053024,50,1,166,2006,1500,1,1,2,2,2,I10                 
63056008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63056009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63056010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63056012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63060005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63060011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63060029,103,1,356,2008,1400,1,1,2,2,2,ALTO                
63060035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63063015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63063025,55,1,118,1997,1400,1,2,2,2,2,ESCORT              
63063902,58,1,197,1996,1100,1,1,2,2,2,POP                 
63063903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
63063904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64001001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64001005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64001019,26,1,71,2007,1600,1,1,2,2,2,CORSA               
64001027,31,1,367,2000,1600,1,1,2,2,2,YARIS               
64004008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64004011,28,1,269,1999,1600,1,1,2,2,2,                    
64004020,30,1,166,2011,1400,1,1,2,2,2,AXEN                
64004901,35,1,242,1992,2000,1,2,2,2,2,STATION             
64009009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64009013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64009016,32,1,367,2005,1400,1,1,2,2,2,YARIS               
64009020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64015009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64015010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64015011,33,1,166,2009,1600,1,1,2,2,2,GETZ                
64015019,34,1,356,2008,1400,1,1,2,2,2,MARUTI              
64020006,125,3,367,2006,1200,2,1,2,2,2,                    
64025026,114,3,279,2010,1900,2,1,-1,2,-1,PARTNER             
64025026,115,5,166,2010,1900,2,1,-1,2,-1,H1                  
64025035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64029035,37,1,75,2008,2000,2,1,2,2,2,GRAN PICASO         
64029046,38,1,146,2011,1300,1,1,2,2,2,2                   
64029056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64029067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64031033,126,1,166,2010,1900,1,1,2,2,2,asent               
64031043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64031052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64031053,122,1,71,2009,1900,1,1,2,2,2,aveo                
64031053,123,1,197,2003,1900,1,1,2,2,2,morning             
64034010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64034014,128,3,166,2003,1900,1,1,2,2,2,                    
64034017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64034026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64034901,127,1,197,2006,1200,1,1,2,2,2,MORNING             
64038002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64038003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64038007,130,1,356,2008,1300,1,1,2,2,2,alto                
64038012,129,1,71,2008,1300,1,1,2,2,2,corsa               
64038013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64038018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
64038024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65004010,63,1,356,2000,800,1,1,2,2,2,mariti              
65004010,64,3,269,2000,2100,1,2,2,2,2,d21                 
65004016,65,1,71,2008,1400,1,1,2,2,2,aveo                
65004020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65004024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65007903,68,1,71,2006,1600,1,2,2,2,2,CORSA               
65007906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65009003,78,1,197,2010,1600,1,2,2,2,2,rio                 
65009007,79,1,356,2001,1300,1,2,2,2,2,maruti              
65009008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65009017,80,1,166,2010,1600,1,2,2,2,2,accent              
65009018,81,1,85,1995,1300,1,2,2,2,2,charade             
65010003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65010007,58,5,166,2000,2500,2,2,2,2,-1,h100                
65010007,59,3,279,2000,1900,2,2,2,2,2,parnet              
65010011,60,1,367,1998,1600,1,1,2,2,2,tercel              
65010012,61,1,274,2000,1600,1,1,2,2,2,vectra              
65010012,62,1,367,2005,1600,1,1,2,2,-1,yaris               
65018003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65018004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65018019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65018024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65022003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65022008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65022009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65022011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65022901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65030009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65030010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65030016,74,1,166,2010,1600,1,2,2,2,2,accent              
65030020,76,1,384,1990,1600,1,2,2,2,2,QUAM                
65032004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65032031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65032032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65032033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65036003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65036005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65036015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65036022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65043015,118,1,269,2012,1400,1,1,2,2,2,march               
65043019,119,1,71,2007,1800,1,1,2,2,2,optra               
65043022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65043038,120,1,356,2011,1100,1,1,2,2,2,alto                
65047011,69,3,279,2005,1800,1,2,2,2,2,PARNET              
65047013,70,1,356,2005,1800,1,2,2,2,2,GRAND VITARA        
65047013,71,1,317,2007,1800,1,2,2,2,-1,SM3                 
65047014,72,3,231,2010,2300,1,2,2,2,2,CRDE                
65047015,73,1,279,1985,1600,2,2,2,2,2, 405 STANLEY        
65051006,94,3,356,2002,2300,1,2,2,2,2,jimny               
65051009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65051011,95,1,83,1999,1500,1,2,2,2,2,razer               
65051027,96,1,279,2008,1600,1,2,2,2,2,206                 
65051901,102,1,269,2006,1600,1,2,2,2,-1,v16                 
65053013,121,1,197,2010,1800,1,1,2,2,2,cerato              
65053024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65053033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65053041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65057003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,No aplica
65057007,100,3,71,2006,1800,4,2,2,2,2,montana             
65057014,99,1,71,2001,1600,1,2,2,2,2,corsa               
65057019,97,3,367,2012,2300,1,2,2,2,2,rack 4              
